t_s,user_id,step,latency_ms,ok,error
0.080106,10000,start,33.187,1,
0.110028,10001,start,38.182,1,
0.110548,10002,start,38.263,1,
0.110778,10003,start,38.257,1,
0.111326,10004,start,38.604,1,
0.111798,10005,start,38.731,1,
0.111991,10006,start,38.728,1,
0.112173,10007,start,38.727,1,
0.112571,10008,start,38.958,1,
0.112974,10009,start,39.197,1,
0.113160,10010,start,39.222,1,
0.113339,10011,start,39.224,1,
0.113511,10012,start,39.227,1,
0.113932,10013,start,39.479,1,
0.114410,10014,start,39.785,1,
0.114627,10015,start,39.844,1,
0.114821,10016,start,39.885,1,
0.115012,10017,start,39.923,1,
0.115738,10018,start,40.336,1,
0.116252,10019,start,40.682,1,
0.116470,10020,start,40.736,1,
0.116885,10021,start,40.960,1,
0.117080,10022,start,40.799,1,
0.117261,10023,start,40.730,1,
0.117434,10024,start,40.684,1,
0.117801,10025,start,40.836,1,
0.118297,10026,start,41.132,1,
0.118723,10027,start,41.358,1,
0.120428,10028,start,42.877,1,
0.120655,10029,start,42.809,1,
0.120871,10030,start,42.774,1,
0.121234,10031,start,42.675,1,
0.121420,10032,start,42.630,1,
0.121892,10033,start,42.894,1,
0.122301,10034,start,43.090,1,
0.122498,10035,start,43.077,1,
0.122680,10036,start,43.083,1,
0.122854,10037,start,43.099,1,
0.123024,10038,start,43.105,1,
0.124031,10039,start,42.634,1,
0.124476,10040,start,42.766,1,
0.124676,10041,start,42.759,1,
0.124860,10042,start,42.584,1,
0.125211,10043,start,42.759,1,
0.125792,10044,start,43.129,1,
0.126016,10045,start,43.170,1,
0.131352,10046,start,39.260,1,
0.131560,10047,start,39.221,1,
0.131946,10048,start,39.410,1,
0.132139,10049,start,39.419,1,
0.132323,10050,start,39.431,1,
0.132499,10051,start,39.451,1,
0.132674,10052,start,39.457,1,
0.132850,10000,new_chat,52.694,1,
0.133215,10053,start,39.796,1,
0.133393,10054,start,39.631,1,
0.133568,10055,start,39.615,1,
0.133922,10056,start,39.804,1,
0.134113,10057,start,39.811,1,
0.134291,10058,start,39.826,1,
